,keys,values
5962,heroburningbuildings,"[('burning', 1), ('save', 1), ('buildings', 1), ('im', 1), ('change', 1), ('etc', 1), ('gotta', 1), ('pay', 1), ('sex', 1), ('wars', 1), ('heros', 1), ('fight', 1), ('sorry', 1), ('u', 1), ('call', 1), ('ppl', 1)]"
5963,sex,"[('burning', 1), ('save', 1), ('buildings', 1), ('im', 1), ('change', 1), ('etc', 1), ('gotta', 1), ('heroburningbuildings', 1), ('pay', 1), ('wars', 1), ('heros', 1), ('fight', 1), ('sorry', 1), ('u', 1), ('call', 1), ('ppl', 1)]"
5964,heros,"[('burning', 1), ('save', 1), ('buildings', 1), ('im', 1), ('change', 1), ('etc', 1), ('gotta', 1), ('heroburningbuildings', 1), ('pay', 1), ('sex', 1), ('wars', 1), ('fight', 1), ('sorry', 1), ('u', 1), ('call', 1), ('ppl', 1)]"
5517,chrlyc,"[('burning', 1), ('save', 1), ('buildings', 1), ('firefighters', 1), ('iaffbuildingsburning', 1), ('last', 1), ('grateful', 1), ('old', 1), ('dcfd', 1), ('watching', 1), ('makes', 1), ('xela', 1), ('equipment', 1), ('w', 1), ('night', 1), ('struggle', 1)]"
5939,itburningbuildings,"[('burning', 1), ('runs', 1), ('buildings', 1), ('hit', 1), ('living', 1), ('get', 1), ('man', 1), ('scared', 1), ('girl', 1), ('dont', 1)]"
5400,deserves,"[('burning', 1), ('runs', 1), ('buildings', 1), ('dougmartin', 1), ('respectbuildingsburning', 1), ('ed', 1), ('running', 1), ('doug', 1), ('fireman', 1), ('others', 1)]"
5880,stacks,"[('burning', 1), ('rubi', 1), ('applyburning', 1), ('many', 1)]"
5500,buildingsbuildingsburning,"[('burning', 1), ('rockbottomradfm', 1), ('challenges', 1), ('rescuing', 1), ('one', 1), ('people', 1), ('tough', 1), ('enough', 1)]"
5501,challenges,"[('burning', 1), ('rockbottomradfm', 1), ('buildingsbuildingsburning', 1), ('rescuing', 1), ('one', 1), ('people', 1), ('tough', 1), ('enough', 1)]"
5502,rescuing,"[('burning', 1), ('rockbottomradfm', 1), ('buildingsbuildingsburning', 1), ('challenges', 1), ('one', 1), ('people', 1), ('tough', 1), ('enough', 1)]"
5981,mofanon,"[('burning', 1), ('retweet', 1), ('think', 1), ('buildings', 1), ('saved', 1), ('would', 1), ('last', 1), ('deepburningbuildings', 1), ('lion', 1), ('people', 1)]"
5982,deepburningbuildings,"[('burning', 1), ('retweet', 1), ('think', 1), ('buildings', 1), ('saved', 1), ('mofanon', 1), ('would', 1), ('last', 1), ('lion', 1), ('people', 1)]"
5980,saved,"[('burning', 1), ('retweet', 1), ('think', 1), ('buildings', 1), ('mofanon', 1), ('would', 1), ('last', 1), ('deepburningbuildings', 1), ('lion', 1), ('people', 1), ('wealthy', 1), ('rate', 1), ('lowered', 1), ('tax', 1), ('ecoc', 1), ('usbush', 1), ('carlsbadbugkil', 1), ('mtgrotto', 1), ('economy', 1), ('collapsed', 1), ('wmiddle', 1), ('ks', 1), ('destroyedcollapsed', 1), ('n', 1), ('class', 1), ('sholt', 1)]"
2098,captures,"[('burning', 1), ('removing', 1), ('httptcojpqlrunjj', 1), ('arsonist', 1), ('flag', 1), ('long', 1), ('ca', 1), ('beach', 1), ('it;', 1), ('man', 1), ('sought', 1), ('american', 1), ('home', 1), ('httptcojbpgkgowsiarsonist', 1), ('video', 1)]"
5906,httptcorvpaooz,"[('burning', 1), ('recip', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('ika', 1), ('diet', 1)]"
5908,recipes,"[('burning', 1), ('recip', 1), ('httptcorvpaooz', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('ika', 1), ('diet', 1)]"
5910,httptcojvcxbdrjburning,"[('burning', 1), ('recip', 1), ('httptcorvpaooz', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('ika', 1), ('diet', 1)]"
5912,diet,"[('burning', 1), ('recip', 1), ('httptcorvpaooz', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('ika', 1)]"
5911,ika,"[('burning', 1), ('recip', 1), ('httptcorvpaooz', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('diet', 1)]"
5907,tuning,"[('burning', 1), ('recip', 1), ('httptcorvpaooz', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('ika', 1), ('diet', 1)]"
5818,chris,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('sjubbburning', 1), ('httptconmrvthkvah', 1), ('mullin', 1), ('stacdemon', 1), ('john\x89ûªs', 1)]"
5819,mullin,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('sjubbburning', 1), ('httptconmrvthkvah', 1), ('chris', 1), ('stacdemon', 1), ('john\x89ûªs', 1)]"
5821,johnûªs,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('sjubbburning', 1), ('httptconmrvthkvah', 1), ('chris', 1), ('mullin', 1), ('stacdemon', 1)]"
5820,stacdemon,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('sjubbburning', 1), ('httptconmrvthkvah', 1), ('chris', 1), ('mullin', 1), ('john\x89ûªs', 1)]"
5817,httptconmrvthkvah,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('sjubbburning', 1), ('chris', 1), ('mullin', 1), ('stacdemon', 1), ('john\x89ûªs', 1)]"
5816,sjubbburning,"[('burning', 1), ('questions', 1), ('five', 1), ('st', 1), ('httptconmrvthkvah', 1), ('chris', 1), ('mullin', 1), ('stacdemon', 1), ('john\x89ûªs', 1)]"
5934,individuals,"[('burning', 1), ('protestburningbuildings', 1), ('buildings', 1), ('like', 1), ('stone', 1), ('mountain', 1), ('theyre', 1), ('protest', 1), ('looting', 1), ('rally', 1), ('store', 1), ('atleast', 1)]"
5938,atleast,"[('burning', 1), ('protestburningbuildings', 1), ('buildings', 1), ('like', 1), ('individuals', 1), ('stone', 1), ('mountain', 1), ('theyre', 1), ('protest', 1), ('looting', 1), ('rally', 1), ('store', 1)]"
5937,store,"[('burning', 1), ('protestburningbuildings', 1), ('buildings', 1), ('like', 1), ('individuals', 1), ('stone', 1), ('mountain', 1), ('theyre', 1), ('protest', 1), ('looting', 1), ('rally', 1), ('atleast', 1), ('stole', 1), ('hicksville', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('phones;', 1), ('cell', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
5936,protest,"[('burning', 1), ('protestburningbuildings', 1), ('buildings', 1), ('like', 1), ('individuals', 1), ('stone', 1), ('mountain', 1), ('theyre', 1), ('looting', 1), ('rally', 1), ('store', 1), ('atleast', 1)]"
5935,stone,"[('burning', 1), ('protestburningbuildings', 1), ('buildings', 1), ('like', 1), ('individuals', 1), ('mountain', 1), ('theyre', 1), ('protest', 1), ('looting', 1), ('rally', 1), ('store', 1), ('atleast', 1)]"
5443,maintenance,"[('burning', 1), ('probably', 1), ('days', 1), ('buildings', 1), ('people', 1), ('basic', 1), ('things', 1), ('skip', 1), ('screaming', 1), ('cut', 1), ('streetsbuildingsburning', 1), ('life', 1)]"
5444,basic,"[('burning', 1), ('probably', 1), ('days', 1), ('buildings', 1), ('maintenance', 1), ('people', 1), ('things', 1), ('skip', 1), ('screaming', 1), ('cut', 1), ('streetsbuildingsburning', 1), ('life', 1)]"
5446,streetsbuildingsburning,"[('burning', 1), ('probably', 1), ('days', 1), ('buildings', 1), ('maintenance', 1), ('people', 1), ('basic', 1), ('things', 1), ('skip', 1), ('screaming', 1), ('cut', 1), ('life', 1)]"
5445,skip,"[('burning', 1), ('probably', 1), ('days', 1), ('buildings', 1), ('maintenance', 1), ('people', 1), ('basic', 1), ('things', 1), ('screaming', 1), ('cut', 1), ('streetsbuildingsburning', 1), ('life', 1)]"
5999,contemplating,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('storen', 1), ('curing', 1), ('disrespectburningbuildings', 1), ('deserve', 1), ('drew', 1), ('cancer', 1)]"
6001,curing,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('contemplating', 1), ('storen', 1), ('disrespectburningbuildings', 1), ('deserve', 1), ('drew', 1), ('cancer', 1)]"
6003,deserve,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('contemplating', 1), ('storen', 1), ('curing', 1), ('disrespectburningbuildings', 1), ('drew', 1), ('cancer', 1)]"
6004,cancer,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('contemplating', 1), ('storen', 1), ('curing', 1), ('disrespectburningbuildings', 1), ('deserve', 1), ('drew', 1)]"
6002,disrespectburningbuildings,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('contemplating', 1), ('storen', 1), ('curing', 1), ('deserve', 1), ('drew', 1), ('cancer', 1)]"
6000,storen,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('puppies', 1), ('buildings', 1), ('contemplating', 1), ('curing', 1), ('disrespectburningbuildings', 1), ('deserve', 1), ('drew', 1), ('cancer', 1)]"
5998,puppies,"[('burning', 1), ('probably', 1), ('amp;', 1), ('saving', 1), ('buildings', 1), ('contemplating', 1), ('storen', 1), ('curing', 1), ('disrespectburningbuildings', 1), ('deserve', 1), ('drew', 1), ('cancer', 1)]"
5990,booradleyvancullenburningbuildings,"[('burning', 1), ('planes', 1), ('buildings', 1), ('ran', 1), ('soup', 1), ('man', 1), ('ali', 1), ('flew', 1), ('child', 1), ('making', 1)]"
5991,ran,"[('burning', 1), ('planes', 1), ('buildings', 1), ('booradleyvancullenburningbuildings', 1), ('soup', 1), ('man', 1), ('ali', 1), ('flew', 1), ('child', 1), ('making', 1), ('yday', 1), ('amp;', 1), ('cos', 1), ('police', 1), ('knocked', 1), ('bought', 1), ('crashed', 1), ('text', 1), ('log', 1), ('bookcrashed', 1), ('car', 1), ('send', 1), ('day', 1), ('tuesday', 1), ('n', 1), ('guy', 1), ('asking', 1), ('door', 1)]"
5992,ali,"[('burning', 1), ('planes', 1), ('buildings', 1), ('booradleyvancullenburningbuildings', 1), ('ran', 1), ('soup', 1), ('man', 1), ('flew', 1), ('child', 1), ('making', 1)]"
5900,httptcoptcxcragyburning,"[('burning', 1), ('paying', 1), ('you\x89ûªre', 1), ('money', 1), ('attention', 1), ('socialtimes', 1), ('|', 1), ('influencers', 1)]"
5901,socialtimes,"[('burning', 1), ('paying', 1), ('you\x89ûªre', 1), ('money', 1), ('attention', 1), ('httptcoptcxcragyburning', 1), ('|', 1), ('influencers', 1)]"
5902,influencers,"[('burning', 1), ('paying', 1), ('you\x89ûªre', 1), ('money', 1), ('attention', 1), ('httptcoptcxcragyburning', 1), ('socialtimes', 1), ('|', 1)]"
5899,youûªre,"[('burning', 1), ('paying', 1), ('money', 1), ('attention', 1), ('httptcoptcxcragyburning', 1), ('socialtimes', 1), ('|', 1), ('influencers', 1)]"
5915,tickets,"[('burning', 1), ('pass', 1), ('vehicle', 1), ('read', 1), ('ebay', 1), ('httptcojuiityfvoburning', 1), ('httptcobesziork', 1), ('full', 1), ('man', 1), ('+', 1)]"
5914,httptcobesziork,"[('burning', 1), ('pass', 1), ('vehicle', 1), ('read', 1), ('ebay', 1), ('httptcojuiityfvoburning', 1), ('full', 1), ('tickets', 1), ('man', 1), ('+', 1)]"
5913,httptcojuiityfvoburning,"[('burning', 1), ('pass', 1), ('vehicle', 1), ('read', 1), ('ebay', 1), ('httptcobesziork', 1), ('full', 1), ('tickets', 1), ('man', 1), ('+', 1)]"
5489,sinking,"[('burning', 1), ('objects', 1), ('amp;', 1), ('buildings', 1), ('old', 1), ('falling', 1), ('ships', 1), ('usbuildingsburning', 1), ('reminds', 1)]"
5490,usbuildingsburning,"[('burning', 1), ('objects', 1), ('amp;', 1), ('buildings', 1), ('old', 1), ('falling', 1), ('ships', 1), ('sinking', 1), ('reminds', 1)]"
5971,amongst,"[('burning', 1), ('ny', 1), ('days', 1), ('delanys', 1), ('buildings', 1), ('ruinburningbuildings', 1), ('dhalgren', 1), ('beastly', 1), ('heat', 1), ('coffee', 1), ('hot', 1), ('downing', 1), ('descriptions', 1), ('attempting', 1), ('without', 1)]"
5856,shaping,"[('burning', 1), ('muscle', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('format', 1), ('method', 1), ('interval', 1), ('techniqu', 1), ('training', 1)]"
5857,httptcoxuzeebudvburning,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('format', 1), ('method', 1), ('interval', 1), ('techniqu', 1), ('training', 1)]"
5859,format,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('method', 1), ('interval', 1), ('techniqu', 1), ('training', 1)]"
5861,interval,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('format', 1), ('method', 1), ('techniqu', 1), ('training', 1)]"
5862,techniqu,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('format', 1), ('method', 1), ('interval', 1), ('training', 1)]"
5860,method,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('integrates', 1), ('bar', 1), ('fat', 1), ('format', 1), ('interval', 1), ('techniqu', 1), ('training', 1)]"
5858,integrates,"[('burning', 1), ('muscle', 1), ('shaping', 1), ('\x89ûó', 1), ('httptcoxuzeebudvburning', 1), ('bar', 1), ('fat', 1), ('format', 1), ('method', 1), ('interval', 1), ('techniqu', 1), ('training', 1)]"
5864,holtzburning,"[('burning', 1), ('lou', 1), ('things', 1), ('youre', 1), ('desire', 1), ('bored', 1), ('get', 1), ('every', 1), ('morning', 1), ('life', 1), ('goals', 1), ('enough', 1), ('dont', 1)]"
5866,bored,"[('burning', 1), ('lou', 1), ('holtzburning', 1), ('things', 1), ('youre', 1), ('desire', 1), ('get', 1), ('every', 1), ('morning', 1), ('life', 1), ('goals', 1), ('enough', 1), ('dont', 1)]"
5867,goals,"[('burning', 1), ('lou', 1), ('holtzburning', 1), ('things', 1), ('youre', 1), ('desire', 1), ('bored', 1), ('get', 1), ('every', 1), ('morning', 1), ('life', 1), ('enough', 1), ('dont', 1)]"
5865,desire,"[('burning', 1), ('lou', 1), ('holtzburning', 1), ('things', 1), ('youre', 1), ('bored', 1), ('get', 1), ('every', 1), ('morning', 1), ('life', 1), ('goals', 1), ('enough', 1), ('dont', 1), ('payday', 1), ('finance', 1), ('liqdcatastrophe', 1), ('short', 1), ('loans', 1), ('month', 1), ('catastrophe', 1), ('promote', 1)]"
5449,acdcd,"[('burning', 1), ('lootingbuildingsburning', 1), ('buildings', 1), ('rioting', 1), ('one', 1), ('foxnews', 1)]"
5448,rioting,"[('burning', 1), ('lootingbuildingsburning', 1), ('buildings', 1), ('one', 1), ('acdcd', 1), ('foxnews', 1)]"
5945,looters,"[('burning', 1), ('lives', 1), ('rioters', 1), ('foxnewsvideo', 1), ('buildings', 1), ('matterburningbuildings', 1), ('white', 1), ('anhqdc', 1), ('aiiamericangiri', 1)]"
5947,aiiamericangiri,"[('burning', 1), ('lives', 1), ('rioters', 1), ('foxnewsvideo', 1), ('buildings', 1), ('matterburningbuildings', 1), ('looters', 1), ('white', 1), ('anhqdc', 1)]"
5946,anhqdc,"[('burning', 1), ('lives', 1), ('rioters', 1), ('foxnewsvideo', 1), ('buildings', 1), ('matterburningbuildings', 1), ('looters', 1), ('white', 1), ('aiiamericangiri', 1)]"
5944,foxnewsvideo,"[('burning', 1), ('lives', 1), ('rioters', 1), ('buildings', 1), ('matterburningbuildings', 1), ('looters', 1), ('white', 1), ('anhqdc', 1), ('aiiamericangiri', 1)]"
5943,rioters,"[('burning', 1), ('lives', 1), ('foxnewsvideo', 1), ('buildings', 1), ('matterburningbuildings', 1), ('looters', 1), ('white', 1), ('anhqdc', 1), ('aiiamericangiri', 1)]"
5421,protestbuildingsburning,"[('burning', 1), ('lives', 1), ('buildings', 1), ('fan', 1), ('fewmoretweets', 1), ('matter', 1), ('neighbors', 1), ('stealing', 1)]"
5919,demonstrations,"[('burning', 1), ('lives', 1), ('buildings', 1), ('black', 1), ('matterburningbuildings', 1), ('wheres', 1), ('pp', 1), ('looting', 1), ('killing', 1), ('babies', 1), ('parenthood', 1), ('planned', 1)]"
5921,parenthood,"[('burning', 1), ('lives', 1), ('buildings', 1), ('black', 1), ('matterburningbuildings', 1), ('demonstrations', 1), ('wheres', 1), ('pp', 1), ('looting', 1), ('killing', 1), ('babies', 1), ('planned', 1)]"
5922,planned,"[('burning', 1), ('lives', 1), ('buildings', 1), ('black', 1), ('matterburningbuildings', 1), ('demonstrations', 1), ('wheres', 1), ('pp', 1), ('looting', 1), ('killing', 1), ('babies', 1), ('parenthood', 1), ('political', 1), ('believe', 1), ('committed', 1), ('peterjukes', 1), ('grounds', 1), ('catastrophe', 1), ('military', 1), ('individualscatastrophe', 1), ('crime', 1), ('good', 1)]"
5920,pp,"[('burning', 1), ('lives', 1), ('buildings', 1), ('black', 1), ('matterburningbuildings', 1), ('demonstrations', 1), ('wheres', 1), ('looting', 1), ('killing', 1), ('babies', 1), ('parenthood', 1), ('planned', 1)]"
5844,lightsburning,"[('burning', 1), ('like', 1), ('neon', 1)]"
5845,neon,"[('burning', 1), ('like', 1), ('lightsburning', 1)]"
5837,httptcozrtrplqvburning,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('tucson', 1), ('terrain', 1), ('mountains', 1), ('steep', 1)]"
5839,mountainsû,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('tucson', 1), ('terrain', 1), ('mountains', 1), ('steep', 1)]"
5842,mountains,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('tucson', 1), ('terrain', 1), ('steep', 1)]"
5843,steep,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('tucson', 1), ('terrain', 1), ('mountains', 1)]"
5841,terrain,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('tucson', 1), ('mountains', 1), ('steep', 1)]"
5840,tucson,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('visible', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('terrain', 1), ('mountains', 1), ('steep', 1)]"
5838,visible,"[('burning', 1), ('lightningcaused', 1), ('fire', 1), ('httptcozrtrplqvburning', 1), ('flames', 1), ('rocky', 1), ('mountains\x89û', 1), ('tucson', 1), ('terrain', 1), ('mountains', 1), ('steep', 1)]"
5789,atk,"[('burning', 1), ('letsfootball', 1), ('\x89û', 1), ('rt', 1), ('fires', 1), ('hermancranston', 1), ('skanndtyagi', 1), ('wired', 1), ('httptcodmtabgjburning', 1)]"
5790,hermancranston,"[('burning', 1), ('letsfootball', 1), ('\x89û', 1), ('rt', 1), ('atk', 1), ('fires', 1), ('skanndtyagi', 1), ('wired', 1), ('httptcodmtabgjburning', 1)]"
5791,skanndtyagi,"[('burning', 1), ('letsfootball', 1), ('\x89û', 1), ('rt', 1), ('atk', 1), ('fires', 1), ('hermancranston', 1), ('wired', 1), ('httptcodmtabgjburning', 1)]"
5793,httptcodmtabgjburning,"[('burning', 1), ('letsfootball', 1), ('\x89û', 1), ('rt', 1), ('atk', 1), ('fires', 1), ('hermancranston', 1), ('skanndtyagi', 1), ('wired', 1)]"
5792,wired,"[('burning', 1), ('letsfootball', 1), ('\x89û', 1), ('rt', 1), ('atk', 1), ('fires', 1), ('hermancranston', 1), ('skanndtyagi', 1), ('httptcodmtabgjburning', 1)]"
5853,httpstcohksbmijqzburning,"[('burning', 1), ('legion', 1), ('returned', 1)]"
5854,returned,"[('burning', 1), ('legion', 1), ('httpstcohksbmijqzburning', 1)]"
5883,httptcowpvbhhoqburning,"[('burning', 1), ('kids', 1), ('year', 1), ('thinks', 1), ('better', 1), ('old', 1), ('one', 1), ('man', 1), ('taking', 1), ('parents', 1)]"
5884,parents,"[('burning', 1), ('kids', 1), ('year', 1), ('thinks', 1), ('better', 1), ('old', 1), ('httptcowpvbhhoqburning', 1), ('one', 1), ('man', 1), ('taking', 1)]"
5834,httptcoxwvwsfti,"[('burning', 1), ('keeps', 1), ('httptcojhukhwmalburning', 1), ('build', 1), ('rt', 1), ('huffpostcomedy', 1), ('man', 1), ('wall', 1), ('home', 1), ('coming', 1), ('attendees', 1)]"
5835,attendees,"[('burning', 1), ('keeps', 1), ('httptcojhukhwmalburning', 1), ('build', 1), ('rt', 1), ('huffpostcomedy', 1), ('httptcoxwvwsfti', 1), ('man', 1), ('wall', 1), ('home', 1), ('coming', 1)]"
5833,huffpostcomedy,"[('burning', 1), ('keeps', 1), ('httptcojhukhwmalburning', 1), ('build', 1), ('rt', 1), ('httptcoxwvwsfti', 1), ('man', 1), ('wall', 1), ('home', 1), ('coming', 1), ('attendees', 1)]"
5832,httptcojhukhwmalburning,"[('burning', 1), ('keeps', 1), ('build', 1), ('rt', 1), ('huffpostcomedy', 1), ('httptcoxwvwsfti', 1), ('man', 1), ('wall', 1), ('home', 1), ('coming', 1), ('attendees', 1)]"
5892,httptcoarzemsrfqburning,"[('burning', 1), ('jerry', 1), ('reporters', 1), ('press', 1), ('california', 1), ('told', 1), ('gov', 1), ('conference', 1), ('experiencing', 1), ('brown', 1)]"
5451,infosec,"[('burning', 1), ('itbuildingsburning', 1), ('days', 1), ('buildings', 1), ('rather', 1), ('run', 1), ('knew', 1), ('firefighter', 1), ('often', 1), ('joshcorman', 1), ('deal', 1)]"
5453,joshcorman,"[('burning', 1), ('itbuildingsburning', 1), ('days', 1), ('buildings', 1), ('rather', 1), ('infosec', 1), ('run', 1), ('knew', 1), ('firefighter', 1), ('often', 1), ('deal', 1)]"
5452,often,"[('burning', 1), ('itbuildingsburning', 1), ('days', 1), ('buildings', 1), ('rather', 1), ('infosec', 1), ('run', 1), ('knew', 1), ('firefighter', 1), ('joshcorman', 1), ('deal', 1), ('wood', 1), ('innings', 1), ('burned', 1), ('cubstalkburned', 1), ('joked', 1), ('many', 1), ('working', 1), ('medical', 1), ('catastrophic', 1), ('care', 1), ('httptcobzkqplracatastrophic', 1), ('wake', 1), ('injury', 1), ('ptsd', 1), ('precedent', 1), ('following', 1), ('undetected', 1), ('acute', 1), ('follows', 1), ('takes', 1)]"
5783,candle,"[('burning', 1), ('im', 1), ('nap', 1), ('outside', 1), ('theres', 1), ('favorite', 1), ('cocoa', 1), ('sip', 1), ('hot', 1), ('time', 1), ('awesomesauceburning', 1), ('raining', 1)]"
5822,except,"[('burning', 1), ('idk', 1), ('really', 1), ('johnsontionne', 1)]"
5869,demon,"[('burning', 1), ('hunters', 1), ('v', 1), ('thing', 1), ('uhhhhh', 1), ('httpstcooptpslgkcburning', 1), ('crusade', 1), ('whole', 1)]"
5871,crusade,"[('burning', 1), ('hunters', 1), ('v', 1), ('thing', 1), ('uhhhhh', 1), ('demon', 1), ('httpstcooptpslgkcburning', 1), ('whole', 1)]"
5870,httpstcooptpslgkcburning,"[('burning', 1), ('hunters', 1), ('v', 1), ('thing', 1), ('uhhhhh', 1), ('demon', 1), ('crusade', 1), ('whole', 1)]"
5868,uhhhhh,"[('burning', 1), ('hunters', 1), ('v', 1), ('thing', 1), ('demon', 1), ('httpstcooptpslgkcburning', 1), ('crusade', 1), ('whole', 1)]"
5905,recip,"[('burning', 1), ('httptcorvpaooz', 1), ('tuning', 1), ('fat', 1), ('|', 1), ('recipes', 1), ('soup', 1), ('httptcojvcxbdrjburning', 1), ('ika', 1), ('diet', 1)]"
5986,causing,"[('burning', 1), ('httptcomtmkimwiyyburningbuildings', 1), ('several', 1), ('buildings', 1), ('fire', 1), ('downtown', 1), ('large', 1), ('hinton', 1), ('evacuations', 1)]"
5831,keeps,"[('burning', 1), ('httptcojhukhwmalburning', 1), ('build', 1), ('rt', 1), ('huffpostcomedy', 1), ('httptcoxwvwsfti', 1), ('man', 1), ('wall', 1), ('home', 1), ('coming', 1), ('attendees', 1), ('days', 1), ('winter', 1), ('marcoarment', 1), ('last', 1), ('surebushfires', 1), ('snow', 1), ('fires', 1), ('middle', 1), ('bush', 1), ('week', 1), ('toes', 1), ('degree', 1), ('sydney', 1)]"
5893,jerry,"[('burning', 1), ('httptcoarzemsrfqburning', 1), ('reporters', 1), ('press', 1), ('california', 1), ('told', 1), ('gov', 1), ('conference', 1), ('experiencing', 1), ('brown', 1)]"
5896,conference,"[('burning', 1), ('httptcoarzemsrfqburning', 1), ('jerry', 1), ('reporters', 1), ('press', 1), ('california', 1), ('told', 1), ('gov', 1), ('experiencing', 1), ('brown', 1)]"
5897,experiencing,"[('burning', 1), ('httptcoarzemsrfqburning', 1), ('jerry', 1), ('reporters', 1), ('press', 1), ('california', 1), ('told', 1), ('gov', 1), ('conference', 1), ('brown', 1)]"
5895,press,"[('burning', 1), ('httptcoarzemsrfqburning', 1), ('jerry', 1), ('reporters', 1), ('california', 1), ('told', 1), ('gov', 1), ('conference', 1), ('experiencing', 1), ('brown', 1)]"
5894,reporters,"[('burning', 1), ('httptcoarzemsrfqburning', 1), ('jerry', 1), ('press', 1), ('california', 1), ('told', 1), ('gov', 1), ('conference', 1), ('experiencing', 1), ('brown', 1)]"
5825,zionism,"[('burning', 1), ('httpstcoxysdnxzburning', 1), ('stop', 1), ('leader', 1), ('babies', 1)]"
5476,bradford,"[('burning', 1), ('httpstcoolnfzbzbbuildingsburning', 1), ('buildings', 1), ('read', 1), ('weep', 1), ('back', 1), ('best', 1), ('leeds', 1)]"
5478,leeds,"[('burning', 1), ('httpstcoolnfzbzbbuildingsburning', 1), ('buildings', 1), ('bradford', 1), ('read', 1), ('weep', 1), ('back', 1), ('best', 1)]"
5477,weep,"[('burning', 1), ('httpstcoolnfzbzbbuildingsburning', 1), ('buildings', 1), ('bradford', 1), ('read', 1), ('back', 1), ('best', 1), ('leeds', 1)]"
5863,lou,"[('burning', 1), ('holtzburning', 1), ('things', 1), ('youre', 1), ('desire', 1), ('bored', 1), ('get', 1), ('every', 1), ('morning', 1), ('life', 1), ('goals', 1), ('enough', 1), ('dont', 1)]"
5395,distancebuildingsburning,"[('burning', 1), ('gemini', 1), ('children', 1), ('im', 1), ('buildings', 1), ('police', 1), ('sirens', 1), ('screaming', 1)]"
5498,buildingsloses,"[('burning', 1), ('followers', 1), ('must', 1), ('get', 1), ('hot', 1), ('httpstcospxlbbdrbuildingsburning', 1)]"
